id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,genre_names,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
23855,en,The First $20 Million Is Always the Hardest,"Andy, a successful marketing guy quits his job, gets a new job at a research facility, makes a powerful enemy who makes him volunteer for a nearly impossible project: The $99 PC. The only available guys at the lab, three sociopaths, together they compile a revolutionary PC for $99, then they become the victims of a venture capitalist and Andy's old foe, can he find a way to overcome the problems?",6.277,2002-06-28,The First $20 Million Is Always the Hardest,6.0,48,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14293,en,Poolhall Junkies,A retired pool hustler is forced to pick up the stick again when his brother starts a game he can't finish.,9.052,2002-06-30,Poolhall Junkies,6.4,66,"['Comedy', 'Drama', 'Thriller']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11442,en,Halloween: Resurrection,"Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!",34.259,2002-01-07,Halloween: Resurrection,4.6,1143,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
608,en,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement â€“ protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay â€“ who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy â€“ to reunite with the MIB before the earth submits to ultimate destruction.",39.806,2002-03-07,Men in Black II,6.4,9293,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59387,en,The Powerpuff Girls Movie,"Based on the hit animated television series, this feature film adaptation tells the story of how Blossom, Bubbles and Buttercup - three exuberant young girls - obtain their unique powers, become superheroes and join forces to foil evil mutant monkey Mojo Jojo's plan to take over the world.",12.57,2002-03-07,The Powerpuff Girls Movie,6.7,273,"['Animation', 'Action', 'Family']",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21972,en,Like Mike,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",14.426,2002-03-07,Like Mike,6.1,461,"['Family', 'Comedy', 'Fantasy']",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
416169,en,You Always Stalk the Ones You Love,Three friends struggle with the pursuit of happiness.,9.115,2002-07-07,You Always Stalk the Ones You Love,0.0,0,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6278,en,Reign of Fire,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",17.003,2002-09-07,Reign of Fire,6.2,2059,"['Adventure', 'Action', 'Fantasy']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4147,en,Road to Perdition,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",19.307,2002-12-07,Road to Perdition,7.4,3340,"['Crime', 'Drama', 'Thriller']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1019875,en,Baxter and Bananas in Monkey See Monkey Don't,A Oh Yeah Cartoons! Short.,6.62,2002-12-07,Baxter and Bananas in Monkey See Monkey Don't,0.0,0,['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8869,en,Eight Legged Freaks,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.",36.835,2002-07-17,Eight Legged Freaks,5.8,1115,"['Action', 'Comedy', 'Horror', 'Thriller']",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15070,en,Undisputed,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",33.227,2002-07-17,Undisputed,6.5,656,"['Drama', 'Crime']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10996,en,Stuart Little 2,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",27.218,2002-07-19,Stuart Little 2,5.7,2236,"['Family', 'Adventure', 'Animation', 'Comedy']",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8665,en,K-19: The Widowmaker,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",18.172,2002-07-19,K-19: The Widowmaker,6.5,908,"['Drama', 'History', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
39141,en,Tadpole,"Beautiful, sophisticated women are all over Oscar Grubman. He is sensitive and compassionate, speaks French fluently, is passionate about Voltaire, and thinks the feature that tells the most about a woman is her hands. On the train home from Chauncey Academy for the Thanksgiving weekend, Oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love. But there is one major problem--Oscar's true love is his stepmother Eve.",10.719,2002-07-19,Tadpole,5.7,82,"['Drama', 'Comedy', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
818,en,Austin Powers in Goldmember,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foeâ€”'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",32.49,2002-07-26,Austin Powers in Goldmember,6.0,2869,"['Comedy', 'Crime', 'Science Fiction']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18357,en,The Country Bears,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",10.506,2002-07-26,The Country Bears,4.8,100,"['Adventure', 'Comedy', 'Family']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124108,en,Gotta Kick It Up!,"This was going to be the first year that Marshal Middle School was not going to have a dance team. All that changes when the new Biology teacher, Ms. Bartlett, agrees to be the coach. Now the girls need to prove that they are ready to compete and are able to win; not only to themselves, but to their parents and coach. Using the chant ""si, se puede"" or ""yes, I can"" the Dance team builds their confidence to perform.",6.109,2002-07-26,Gotta Kick It Up!,6.6,38,"['TV Movie', 'Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17043,en,The Crocodile Hunter: Collision Course,"Steve Irwin, AKA The Crocodile Hunter, has avoided the death-roll and saved a croc from poachers. But what he doesn't know is that the crocodile has swallowed a top secret U.S. satellite beacon, and the poachers are actually American special agents sent to retrieve it.",6.831,2002-07-26,The Crocodile Hunter: Collision Course,5.5,97,"['Family', 'Adventure', 'Comedy']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47354,en,K-9: P.I.,Dooley and his K-9 partner Jerry Lee are ready to retire from the police force. But before he can retire with his pension he must work as a P.I. to find a set of high tech computer chips.,10.309,2002-07-30,K-9: P.I.,5.7,163,"['Action', 'Comedy', 'Crime']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528450,en,Spider-Man: The Mythology of the 21st Century,The mythology behind Spider-Man,8.924,2002-01-08,Spider-Man: The Mythology of the 21st Century,7.3,6,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,en,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,24.411,2002-02-08,Signs,6.7,5178,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
13908,en,The Master of Disguise,"After the patriarch of the Disguisey family is kidnapped by Devlin Bowman in an attempt to steal the most precious treasures from around the world, Italian waiter Pistachio Disguisey utilizes his supernatural ability to disguise himself in an attempt to stop him.",12.787,2002-02-08,The Master of Disguise,4.0,264,"['Comedy', 'Family']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34081,en,Ted Bundy,"Docu-drama based on the life of Ted Bundy, a serial killer who killed at least 19 young women during the 1970's (though some sources say as many as 30 to 35 were murdered). Set from his college student years, to his first victims, his capture, escape from prison (twice), his final killing spree to his trial, conviction and execution.",11.34,2002-02-08,Ted Bundy,5.8,144,"['Crime', 'Drama', 'Horror']",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15186,en,Full Frontal,"A day in the life of a group of men and women in Hollywood, in the hours leading up to a friend's birthday party.",10.001,2002-02-08,Full Frontal,4.7,90,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9488,en,Spy Kids 2: The Island of Lost Dreams,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",30.746,2002-07-08,Spy Kids 2: The Island of Lost Dreams,5.6,2027,"['Action', 'Adventure', 'Family', 'Comedy', 'Science Fiction']",1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9266,en,Blue Crush,"Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene - until pro quarterback Matt Tollman comes along...",13.321,2002-08-08,Blue Crush,6.0,494,"['Adventure', 'Romance', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7451,en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",211.515,2002-09-08,xXx,5.9,3888,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9573,en,Blood Work,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",14.771,2002-09-08,Blood Work,6.2,716,"['Thriller', 'Crime']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9544,en,FearDotCom,"When four bodies are discovered among the industrial decay and urban grime of New York City, brash young detective Mike Reilly teams with ambitious Department of Health researcher Terry Huston to uncover the cause behind their violent and inexplicable deaths. The only common factor shared by the victims? Each died exactly 48 hours after logging onto a website called feardotcom.",9.264,2002-09-08,FearDotCom,3.7,333,"['Horror', 'Thriller', 'Crime']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12590,en,Below,"In the dark silence of the sea during World War II, the submarine USS Tiger Shark prowls on what should be a routine rescue mission. But for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fears that lurk just below the surface of the ocean.",15.513,2002-11-08,Below,6.0,405,"['Thriller', 'Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
11692,en,The Adventures of Pluto Nash,"The year is 2087, the setting is the moon. Pluto Nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster Mogan, who just happens to be helping the mysterious Rex Crater mastermind a plan to take over the entire moon.",12.54,2002-08-16,The Adventures of Pluto Nash,4.3,441,"['Action', 'Comedy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14492,en,The Princess and the Pea,"""A truly noble heart is sensitive,"" says the wise old raven, Sebastian, who pokes, prods and analyzes peas seeking the solution that would save the kingdom of Corazion from the revenge of Laird, the king's brother. As Sebastian seeks to solve the mystery, his friend, Prince Rollo, is searching for a truly sensitive heart in the pedigrees of pampered princesses, until a chance encounter with a kind-hearted peasant girl causes Rollo to ponder where true beauty lies. Can Sebastian discover the answer in time to rescue the kingdom from the cruel schemes of Laird? Join in the quest to reveal the heart of true nobility.",7.184,2002-08-16,The Princess and the Pea,7.4,22,"['Animation', 'Fantasy', 'Family']",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29047,en,The Kid Stays in the Picture,"Documentary about legendary Paramount producer Robert Evans, based on his famous 1994 autobiography.",8.36,2002-08-16,The Kid Stays in the Picture,6.6,81,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174168,en,Just a Walk in the Park,"Adam is a dog walker. Adam agrees to watch one of his customers, A.J. Preston, penthouse apartment. Rachel mistakes Adam for Preston. He does not come clean quickly.",6.835,2002-08-17,Just a Walk in the Park,6.1,5,"['Romance', 'Comedy', 'Drama', 'TV Movie']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
501592,en,We Were Soldiers: Getting It Right,A short documentary about the making of 'We Were Soldiers'.,7.27,2002-08-20,We Were Soldiers: Getting It Right,8.0,2,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
515834,en,Jackie Brown: How It Went Down,"A making-of documentary for the 1997 film ""Jackie Brown.""",5.479,2002-08-20,Jackie Brown: How It Went Down,7.7,16,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9357,en,One Hour Photo,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",16.849,2002-08-21,One Hour Photo,6.6,1555,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9027,en,The Guru,"Bored with Bollywood movies but fascinated with their Hollywood counterparts from his youth, Ram dreams to become a singer and actor in America, the country where dreams are made. He is encouraged when his American-based close friend, Vijay Rao, comes for visit, and brags about driving a Mercedes and living in a penthouse.",12.84,2002-08-21,The Guru,5.1,205,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12771,en,Serving Sara,"When Sara is served divorce papers while she is in New York, she is stunned. Not about to lose the fortune she amassed with her self-serving Texan husband, she makes an offer to her process server, Joe, that sets them off on a wild trip across the country.",18.9,2002-08-23,Serving Sara,5.3,286,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9296,en,S1m0ne,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star â€” the first totally believable synthetic actress.",15.102,2002-08-23,S1m0ne,5.9,824,"['Science Fiction', 'Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1360,en,Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",15.825,2002-08-29,Frida,7.4,1911,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13437,en,Avenging Angelo,"A woman who has recently discovered that she is the daughter of Angelo, a major mafia boss, decides to wreak vengeance when he is killed by a hitman. She's aided by his faithful bodyguard, with whom she soon falls in love.",14.221,2002-08-30,Avenging Angelo,5.4,205,"['Action', 'Comedy', 'Crime']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,en,Ken Park,"Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",25.149,2002-08-31,Ken Park,5.8,468,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10955,en,Ripley's Game,"Tom Ripley - cool, urbane, wealthy, and murderous - lives in a villa in the Veneto with Luisa, his harpsichord-playing girlfriend. A former business associate from Berlin's underworld pays a call asking Ripley's help in killing a rival. Ripley - ever a student of human nature - initiates a game to turn a mild and innocent local picture framer into a hit man. The artisan, Jonathan Trevanny, who's dying of cancer, has a wife, young son, and little to leave them. If Ripley draws Jonathan into the game, can Ripley maintain control? Does it stop at one killing? What if Ripley develops a conscience?",10.274,2002-02-09,Ripley's Game,6.3,230,"['Crime', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21925,en,Naqoyqatsi,A visual montage portrait of our contemporary world dominated by globalized technology and violence.,7.462,2002-02-09,Naqoyqatsi,6.1,123,"['Documentary', 'Drama', 'Music', 'Thriller']",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1926,en,11'09''01 September 11,"Filmmakers from all over the world provide short films â€“ each of which is eleven minutes, nine seconds, and one frame of film in length â€“ that offer differing perspectives on the 9/11 terrorist attacks.",9.201,2002-04-09,11'09''01 September 11,6.5,102,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20616,en,Swimfan,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",13.122,2002-06-09,Swimfan,5.3,241,"['Thriller', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13536,en,City by the Sea,"Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past, but then makes the terrible discovery that his own son has fallen into a life of crime.",11.762,2002-06-09,City by the Sea,5.7,313,"['Crime', 'Drama', 'Mystery']",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44266,en,A Time for Dancing,"Their love of dance, and their friendship, is challenged for two high school girls when one is diagnosed with cancer.",7.144,2002-06-09,A Time for Dancing,6.7,91,"['Drama', 'Music']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9093,en,The Four Feathers,"A young British officer resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancÃ©e send him four white feathers as symbols of what they view as his cowardice. To redeem his honor, he disguises himself as an Arab and secretly saves their lives.",12.333,2002-08-09,The Four Feathers,6.6,494,"['Action', 'Adventure', 'Drama', 'Romance', 'War']",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31005,en,Moonlight Mile,"As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.",8.121,2002-09-09,Moonlight Mile,6.3,204,"['Romance', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14874,en,Try Seventeen,"Teenager Jones has opted not to go to college and is instead renting a room in a boarding house to work on his writing skills. Soon, Jones finds himself dividing his time between two women: a young actress named Lisa and a photographer named Jane. After Jane's ex-boyfriend arrives to help her recover from a car accident, Jones begins to understand just how much he cares for her.",8.456,2002-10-09,Try Seventeen,6.2,97,"['Comedy', 'Romance', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13560,en,Max,"In 1918, a young, disillusioned Adolf Hitler strikes up a friendship with a Jewish art dealer while weighing a life of passion for art vs. talent at politics",5.801,2002-10-09,Max,6.1,85,"['War', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
512961,en,America Rebuilds: A Year at Ground Zero,"Documents the clearing of the wreckage of the World Trade Center from the perspective of the construction workers, firemen, and engineers who accomplished the task in the nine months following the Sept. 2001 terrorist attacks.",5.407,2002-10-09,America Rebuilds: A Year at Ground Zero,7.5,1,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71704,en,Air Panic,"FAA system analyzer named Neil McCabe is the only person who seems to have this different hunch towards a group of international terrorists after a horrific plane incident occured. He thinks that an evil genius computer hacker sets out and manipulate the computer electronical system which linked to several airplanes to cause destruction and tragedy. In order to prevent the mishap, McCabe and his teammate, Rudy, finds out about the machine used by the criminals which leads them to a psychotic thrilling fight between the terrorist.",6.873,2002-12-09,Air Panic,4.5,16,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
17906,en,Dummy,"An ex-office worker becomes a ventriloquist, leading to a date with his unemployment counselor; but his quirky family and a gauche female friend may thwart his new career and love life.",7.848,2002-12-09,Dummy,5.9,82,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9685,en,Igby Goes Down,"Igby Slocumb, a rebellious and sarcastic 17-year-old boy, is at war with the stifling world of old money privilege he was born into. With a schizophrenic father, a self-absorbed, distant mother, and a shark-like young Republican big brother, Igby figures there must be a better life out there -- and sets about finding it.",12.333,2002-09-13,Igby Goes Down,6.6,260,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12770,en,Stealing Harvard,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment â€¦ but Duff's hare-brained schemes spin quickly out of control.",10.157,2002-09-13,Stealing Harvard,4.8,123,"['Action', 'Comedy', 'Drama', 'Crime']",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
423,en,The Pianist,"The true story of pianist WÅ‚adysÅ‚aw Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a cafÃ©; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",44.594,2002-09-17,The Pianist,8.4,8438,"['Drama', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41235,en,Ritual,An American doctor encounters members of a voodoo cult when she is summoned to Jamaica to treat a wealthy man's brother.,7.379,2002-09-18,Ritual,4.6,53,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11013,en,Secretary,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",27.342,2002-09-20,Secretary,6.8,1462,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9034,en,The Banger Sisters,"In the late '60s, the self-proclaimed belles of the rock 'n' roll ball, rocked the worlds of every music legend whose pants they could take off -- and they have the pictures to prove it. But it's been more than two decades since the Banger Sisters earned their nickname -- or even laid eyes on each other. Their reunion is the collision of two women's worlds; one who's living in the past, and one who's hiding from it. Together they learn to live in the moment.",6.874,2002-09-20,The Banger Sisters,5.5,228,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10550,en,Ballistic: Ecks vs. Sever,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",10.959,2002-09-20,Ballistic: Ecks vs. Sever,4.3,330,"['Action', 'Adventure', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9039,en,Trapped,"When their daughter is kidnapped by experienced nappers, the Jennings turn the tables on this seemingly foolproof plan.",12.55,2002-09-20,Trapped,6.2,517,"['Action', 'Crime', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1956,en,Gerry,Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.,8.221,2002-09-20,Gerry,6.0,278,"['Drama', 'Adventure']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20689,en,The Dancer Upstairs,A police detective in a South American country is dedicated to hunting down a revolutionary guerilla leader.,8.94,2002-09-20,The Dancer Upstairs,6.2,51,"['Crime', 'Drama', 'Romance', 'Thriller']",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
10605,en,Vampires: Los Muertos,"Tough-as-nails vampire hunter Derek Bliss is on the hunt for ""suckers"" in the heart of Mexico when he receives a new assignment from a mysterious client. Thrown together with a group of slayers, including sexy Zooey, who may or may not be one of the undead. Derek and company are up against a growing number of fast-moving, bloodthirsty vampires and their elusive and powerful leader.",9.241,2002-09-23,Vampires: Los Muertos,5.4,199,"['Horror', 'Thriller', 'Action']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11529,en,Sweet Home Alabama,"New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secretsâ€”including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",19.513,2002-09-26,Sweet Home Alabama,6.4,1394,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10771,en,The Tuxedo,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",22.11,2002-09-27,The Tuxedo,5.7,1777,"['Thriller', 'Action', 'Comedy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
21868,en,Evelyn,"Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment, and the fact that there is no woman in the house to care for the childrenâ€”Evelyn, Dermot and Mauriceâ€”make it clear to the authorities this is an untenable situation. The Catholic Church and the Irish courts decide to put the Doyle children into Church-run orphanages.",11.534,2002-09-30,Evelyn,6.3,89,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
